"country","name","position"
"Portugal","Ms Rita MARQUES","State Secretary for Tourism"
"Portugal","Mr João TORRES","State Secretary for Trade, Services and Consumer Protection"
"Portugal","Mr André DE ARAGÃO AZEVEDO","State Secretary for the Digital Transition"
"Portugal","Ms Ana Paula ZACARIAS","State Secretary for European Affairs"
"Portugal","Mr Francisco ANDRÉ","State Secretary for Foreign Affairs and Cooperation"
"Portugal","Ms Berta NUNES","State Secretary for the Portuguese Communities Abroad"
"Portugal","Mr Eurico BRILHANTE DIAS","State Secretary for Internationalisation"
"Portugal","Mr André MOZ CALDAS","State Secretary to the Presidency of the Council of Ministers"
"Portugal","Ms Rosa MONTEIRO","State Secretary for Equality and Citizenship"
"Portugal","Ms Cláudia PEREIRA","State Secretary for Integration and Migration"
"Portugal","Mr António MENDONÇA MENDES","State Secretary attached to the Minister for Finance, with responsibility for Tax Affairs"
"Portugal","Ms Cláudia JOAQUIM","State Secretary for the Budget"
"Portugal","Mr João Nuno MENDES","State Secretary for Finance"
"Portugal","Mr Miguel CRUZ","State Secretary for the Treasury"
"Portugal","Mr Jorge SEGURO SANCHES","State Secretary attached to the Minister for Defence"
"Portugal","Ms Catarina SARMENTO E CASTRO","State Secretary for Human Resources and Veterans"
"Portugal","Mr Antero LUÍS","State Secretary attached to the Minister for the Interior"
"Portugal","Ms Patrícia GASPAR","State Secretary for the Interior"
"Portugal","Mr Mário BELO MORGADO","State Secretary attached to the Minister for Justice"
"Portugal","Ms Anabela PEDROSO","State Secretary for Justice"
"Portugal","Ms Maria de Fátima FONSECA","State Secretary for Innovation and Administrative Reform"
"Portugal","Mr José COUTO","State Secretary for Public Administration"
"Portugal","Mr Jorge BOTELHO","State Secretary for Decentralisation and Local Administration"
"Portugal","Mr Ricardo PINHEIRO","State Secretary for Planning"
"Portugal","Ms Ângela FERREIRA","State Secretary attached to the Minister for Culture, with responsibility for Cultural Heritage"
"Portugal","Mr Nuno Artur SILVA","State Secretary for Cinema, Audiovisual and Media"
"Portugal","Mr João SOBRINHO TEIXEIRA","State Secretary for Science, Technology and Higher Education"
"Portugal","Mr João COSTA","State Secretary attached to the Minister for Education"
"Portugal","Ms Inês RAMIRES","State Secretary for Education"
"Portugal","Mr João Paulo REBELO","State Secretary for Young People and Sport"
"Portugal","Mr Miguel CABRITA","State Secretary attached to the Minister for Employment, with responsibility for Vocational Training"
"Portugal","Mr Gabriel BASTOS","State Secretary for Social Security"
"Portugal","Ms Ana Sofia ANTUNES","State Secretary for the Inclusion of Disabled Persons"
"Portugal","Ms Rita DA CUNHA MENDES","State Secretary for Social Action"
"Portugal","Mr António SALES","State Secretary attached to the Minister for Health"
"Portugal","Mr Diogo SERRAS LOPES","State Secretary for Health"
"Portugal","Mr João GALAMBA","State Secretary attached to the Minister for the Environment and Climate Action, with responsibility for Energy"
"Portugal","Ms Inês DOS SANTOS COSTA","State Secretary for the Environment"
"Portugal","Mr João CATARINO","State Secretary for Nature Conservation, Forests and Spatial Planning"
"Portugal","Mr Eduardo PINHEIRO","State Secretary for Mobility"
"Portugal","Mr Hugo SANTOS MENDES","State Secretary attached to the Minister for Infrastructure and Housing, with responsibility for Communications"
"Portugal","Mr Jorge DELGADO","State Secretary for Infrastructure"
"Portugal","Ms Mariana GONÇALVES","State Secretary for Housing"
"Portugal","Mr Carlos MIGUEL","State Secretary attached to the Minister for Territorial Cohesion, with responsibility for Regional Development"
"Portugal","Ms Isabel FERREIRA","State Secretary for Promotion of Inland Areas"
"Portugal","Mr Rui MARTINHO","State Secretary for Agriculture and Rural Development"
"Portugal","Ms Teresa COELHO","State Secretary for Fisheries"
"Romania","Mr Ludovic ORBAN","Prime Minister"
"Romania","Ms Raluca TURCAN","Deputy Prime Minister"
"Romania","Mr Vasile-Florin CÎȚU","Minister for Public Finance"
"Romania","Mr Marcel Ion VELA","Minister for Internal Affairs"
"Romania","Mr Bogdan Lucian AURESCU","Minister for Foreign Affairs"
"Romania","Mr Marian Cătălin PREDOIU","Minister for Justice"
"Romania","Mr Nicolae-Ionel CIUCĂ","Minister for National Defence"
"Romania","Mr Virgil-Daniel POPESCU","Minister for the Economy, Energy and the Business Environment"
"Romania","Mr Lucian Nicolae BODE","Minister for Transport, Infrastructure and Communications"
"Romania","Mr Nechita-Adrian OROS","Minister for Agriculture and Rural Development"
"Romania","Mr Costel ALEXE","Minister for the Environment, Water and Forestry"
"Romania","Mr Ion ŞTEFAN","Minister for Public Works, Development and Administration"
"Romania","Mr Ioan Marcel BOLOȘ","Minister for European Funds"
"Romania","Mr Victor Sebastian COSTACHE","Minister for Health"
"Romania","Ms Cristina Monica ANISIE","Minister for Education and Research"
"Romania","Mr Bogdan GHEORGHIU","Minister for Culture"
"Romania","Mr Ionuț Marian STROE","Minister for Youth and Sport"
"Romania","Ms Victoria Violeta ALEXANDRU","Minister for Labour and Social Protection"
"Romania","Mr Ionel DANCĂ","Head of the Chancellery of the Prime Minister, with the rank of Minister"
"Romania","Ms Mădălina Ileana SIMION","Director of the Prime Minister’s Office, with the rank of State Secretary within the Chancellery of the Prime Minister"
"Romania","Mr Clement NEGRUȚ","State Secretary, Chancellery of the Prime Minister"
"Romania","Mr Ionel-Ovidiu BOGDAN","State Secretary, Chancellery of the Prime Minister"
"Romania","Ms Maria-Gabriela HORGA","State Secretary, Chancellery of the Prime Minister"
"Romania","Mr Sebastian BURDUJA","State Secretary, Ministry of Public Finance"
"Romania","Mr Attila GYÖRGY","State Secretary, Ministry of Public Finance"
"Romania","Mr Mironel PANȚUROIU","State Secretary, Ministry of Public Finance"
"Romania","Mr Norocel-Pompiliu STROE","State Secretary, Ministry of Internal Affairs"
"Romania","Mr Bogdan DESPESCU","State Secretary, Ministry of Internal Affairs"
"Romania","Mr Raed ARAFAT","State Secretary, Ministry of Internal Affairs"
"Romania","Mr Gheorghe SORESCU","State Secretary, Ministry of Internal Affairs"
"Romania","Ms Iulia-Raluca MATEI","State Secretary, Ministry of Foreign Affairs"
"Romania","Mr Dănuț Sebastian NECULĂESCU","State Secretary, Ministry of Foreign Affairs"
"Romania","Ms Daniela-Anda GRIGORE GÎTMAN","State Secretary, Ministry of Foreign Affairs"
"Romania","Mr Cornel FERUȚĂ","State Secretary, Ministry of Foreign Affairs"
"Romania","Mr Cristian Tudor BĂCANU","State Secretary, Ministry of Justice"
"Romania","Ms Lidia BARAC","State Secretary, Ministry of Justice"
"Romania","Ms Olivia Diana MORAR","State Secretary, Ministry of Justice"
"Romania","Ms Simona COJOCARU","State Secretary, Ministry of National Defence"
"Romania","Mr Marius BĂLU","State Secretary, Ministry of National Defence"
"Romania","Mr Niculae HAVRILEȚ","State Secretary, Ministry of the Economy, Energy and the Business Environment"
"Romania","Mr Cornel Cătălin BULF","State Secretary, Ministry of the Economy, Energy and the Business Environment"
"Romania","Mr Iulian Cristian SIMU","State Secretary, Ministry of the Economy, Energy and the Business Environment"
"Romania","Mr Liviu ROGOJINARU","State Secretary, Ministry of the Economy, Energy and the Business Environment"
"Romania","Mr Emil-Răzvan PÎRJOL","State Secretary, Ministry of the Economy, Energy and the Business Environment"
"Romania","Ms Daniela NICOLESCU","State Secretary, Ministry of the Economy, Energy and the Business Environment"
"Romania","Mr Ionel SCRIOȘTEANU","State Secretary, Ministry of Transport, Infrastructure and Communications"
"Romania","Mr Alexandru MUTRUC","State Secretary, Ministry of Transport, Infrastructure and Communications"
"Romania","Mr Emil-Florian DUMITRU","State Secretary, Ministry of Agriculture and Rural Development"
"Romania","Mr Claudiu-Sorin ROȘU-MAREȘ","State Secretary, Ministry of Agriculture and Rural Development"
"Romania","Mr Gheorghe ȘTEFAN","State Secretary, Ministry of Agriculture and Rural Development"
"Romania","Mr Aurel SIMION","State Secretary, Ministry of Agriculture and Rural Development"
"Romania","Mr George SCARLAT","State Secretary, Ministry of Agriculture and Rural Development"
"Romania","Mr Mircea FECHET","State Secretary, Ministry of the Environment, Water and Forestry"
"Romania","Mr Iulian Octavian STANA","State Secretary, Ministry of the Environment, Water and Forestry"
"Romania","Mr Gelu PUIU","State Secretary, Ministry of the Environment, Water and Forestry"
"Romania","Ms Mariana COTOI","State Secretary, Ministry of Public Works, Development and Administration"
"Romania","Mr Mihail VEȘTEA","State Secretary, Ministry of Public Works, Development and Administration"
"Romania","Mr Florin Nicolae CREȚ","State Secretary, Ministry of Public Works, Development and Administration"
"Romania","Ms Carmen MORARU","State Secretary, Ministry of European Funds"
"Romania","Mr Horațiu MOLDOVAN","State Secretary, Ministry of Health"
"Romania","Mr Nelu TĂTARU","State Secretary, Ministry of Health"
"Romania","Mr Vasile Lucian PINTEA","State Secretary, Ministry of Health"
"Romania","Mr Romică-Andrei BACIU","State Secretary, Ministry of Health"
"Romania","Mr Gigel PARASCHIV","State Secretary, Ministry of Education and Research"
"Romania","Ms Luminița BARCARI","State Secretary, Ministry of Education and Research"
"Romania","Mr Dragoș CIUPARU","State Secretary, Ministry of Education and Research"
"Romania","Ms Irina Elisabeta KOVÁCS","State Secretary, Ministry of Education and Research"
"Romania","Mr Lucian Dragoș RĂDULESCU","State Secretary, Ministry of Education and Research"
"Romania","Mr Cosmin MARCOVICI","State Secretary, Ministry of Culture"
"Romania","Mr Liviu BRĂTESCU","State Secretary, Ministry of Culture"
"Romania","Mr Claudiu Daniel CATANA","State Secretary, Ministry of Youth and Sport"
"Romania","Mr Dragoș-Florin COMAN","State Secretary, Ministry of Youth and Sport"
"Romania","Ms Ioana-Felicia CONSTANTIN","State Secretary, Ministry of Labour and Social Protection"
"Romania","Mr Ion Alin Dan IGNAT","State Secretary, Ministry of Labour and Social Protection"
"Romania","Mr Tudor POLAK","State Secretary, Ministry of Labour and Social Protection"
"Slovakia","Mr Igor MATOVIČ","Prime Minister"
"Slovakia","Mr Richard SULÍK","Deputy Prime Minister and Minister for the Economy"
"Slovakia","Ms Veronika REMIŠOVÁ","Deputy Prime Minister for Investments and Digitisation"
"Slovakia","Mr Štefan HOLÝ","Deputy Prime Minister"
"Slovakia","Mr Eduard HEGER","Deputy Prime Minister and Minister for Finance"
"Slovakia","Mr Roman MIKULEC","Minister for the Interior"
"Slovakia","Ms Mária KOLÍKOVÁ","Minister for Justice"
"Slovakia","Mr Ivan KORČOK","Minister for Foreign and European Affairs"
"Slovakia","Mr Andrej DOLEŽAL","Minister for Transport and Construction"
"Slovakia","Mr Ján MIČOVSKÝ","Minister for Agriculture and Rural Development"
"Slovakia","Mr Jaroslav NAĎ","Minister for Defence"
"Slovakia","Mr Milan KRAJNIAK","Minister for Labour, Social Affairs and the Family"
"Slovakia","Mr Ján BUDAJ","Minister for the Environment"
"Slovakia","Mr Branislav GRÖHLING","Minister for Education, Science, Research and Sport"
"Slovakia","Ms Natália MILANOVÁ","Minister for Culture"
"Slovakia","Mr Marek KRAJČÍ","Minister for Health"
"Slovakia","Mr Lukáš KYSELICA","State Secretary at the Ministry of the Interior"
"Slovakia","Mr Ján LAZAR","State Secretary at the Ministry of the Interior"
"Slovakia","Mr Michal LUCIAK","State Secretary at the Ministry of Justice"
"Slovakia","Mr Marcel KLIMEK","State Secretary at the Ministry of Finance"
"Slovakia","Mr Ľuboš JANČÍK","State Secretary at the Ministry of Finance"
"Slovakia","Mr Martin KLUS","State Secretary at the Ministry of Foreign and European Affairs"
"Slovakia","Ms Ingrid BROCKOVÁ","State Secretary at the Ministry of Foreign and European Affairs"
"Slovakia","Mr Ján ORAVEC","State Secretary at the Ministry of the Economy"
"Slovakia","Mr Karol GALEK","State Secretary at the Ministry of the Economy"
"Slovakia","Mr Jaroslav KMEŤ","State Secretary at the Ministry of Transport and Construction"
"Slovakia","Ms Katarína BRUNCKOVÁ","State Secretary at the Ministry of Transport and Construction"
"Slovakia","Mr Martin FECKO","State Secretary at the Ministry of Agriculture and Rural Development"
"Slovakia","Mr Samuel VLČAN","State Secretary at the Ministry of Agriculture and Rural Development"
"Slovakia","Mr Radoslav KUTAŠ","State Secretary at the Ministry of Culture"
"Slovakia","Mr Ľudovít PAULIS","State Secretary at the Ministry of Education, Science, Research and Sport"
"Slovakia","Ms Monika FILIPOVÁ","State Secretary at the Ministry of Education, Science, Research and Sport"
"Slovakia","Mr Ivan HUSÁR","State Secretary at the Ministry of Education, Science, Research and Sport"
"Slovakia","Mr Marian MAJER","State Secretary at the Ministry of Defence"
"Slovakia","Ms Soňa GABORČÁKOVÁ","State Secretary at the Ministry of Labour, Social Affairs and the Family"
"Slovakia","Mr Juraj SMATANA","State Secretary at the Ministry of the Environment"
"Slovakia","Ms Jana JEŽÍKOVÁ","State Secretary at the Ministry of Health"
"Slovenia","Mr Janez JANŠA","Prime Minister"
"Slovenia","Mr Zdravko POČIVALŠEK","Deputy Prime Minister, Minister for Economic Development and Technology"
"Slovenia","Mr Jože PODGORŠEK","Minister for Agriculture, Forestry and Food"
"Slovenia","Mr Matej TONIN","Deputy Prime Minister, Minister for Defence"
"Slovenia","Mr Anže LOGAR","Minister for Foreign Affairs"
"Slovenia","Mr Aleš HOJS","Minister for the Interior"
"Slovenia","Mr Andrej ŠIRCELJ","Minister for Finance"
"Slovenia","Ms Lilijana KOZLOVIČ","Minister for Justice"
"Slovenia","Mr Boštjan KORITNIK","Minister for Public Administration"
"Slovenia","Mr Janez CIGLER KRALJ","Minister for Labour, Family, Social Affairs and Equal Opportunities"
"Slovenia","Mr Tomaž GANTAR","Minister for Health"
"Slovenia","Ms Simona KUSTEC","Minister for Education, Science and Sport"
"Slovenia","Mr Jernej VRTOVEC","Minister for Infrastructure"
"Slovenia","Mr Vasko SIMONITI","Minister for Culture"
"Slovenia","Mr Andrej VIZJAK","Minister for the Environment and Spatial Planning"
"Slovenia","Ms Helena JAKLITSCH","Minister without portfolio, responsible for Relations between the Republic of Slovenia and the Autochthonous Slovenian National Community in Neighbouring Countries, and between the Republic of Slovenia and Slovenians Abroad"
"Slovenia","Mr Zvonko ČERNAČ","Minister without portfolio, responsible for Development and European Cohesion Policy"
"Slovenia","Mr Igor SENČAR","State Secretary at the Office of the Prime Minister"
"Slovenia","Mr Vinko GORENAK","State Secretary at the Office of the Prime Minister"
"Slovenia","Mr Žan MAHNIČ","State Secretary at the Office of the Prime Minister"
"Slovenia","Ms Jelka GODEC","State Secretary at the Office of the Prime Minister"
"Slovenia","Ms Katja TRILLER VRTOVEC","State Secretary at the Office of the Prime Minister"
"Slovenia","Mr Marjan DOLINŠEK","State Secretary at the Office of the Prime Minister"
"Slovenia","Mr Bojan POGRAJC","State Secretary at the Office of the Prime Minister"
"Slovenia","Mr Simon ZAJC","State Secretary at the Ministry of Economic Development and Technology"
"Slovenia","Ms Ajda CUDERMAN","State Secretary at the Ministry of Economic Development and Technology"
"Slovenia","Mr Miran MIHELIČ","State Secretary at the Ministry of Agriculture, Forestry and Food"
"Slovenia","Mr Damijan JAKLIN","State Secretary at the Ministry of Defence"
"Slovenia","Mr Uroš LAMPRET","State Secretary at the Ministry of Defence"
"Slovenia","Mr Gašper DOVŽAN","State Secretary at the Ministry of Foreign Affairs"
"Slovenia","Mr Stanislav RAŠČAN","State Secretary at the Ministry of Foreign Affairs"
"Slovenia","Mr Franc KANGLER","State Secretary at the Ministry of the Interior"
"Slovenia","Mr Anton OLAJ","State Secretary at the Ministry of the Interior"
"Slovenia","Ms Kristina ŠTEBLAJ","State Secretary at the Ministry of Finance"
"Slovenia","Ms Polona FLERIN","State Secretary at the Ministry of Finance"
"Slovenia","Mr Peter JEŠOVNIK","State Secretary at the Ministry of Finance"
"Slovenia","Mr Matic ZUPAN","State Secretary at the Ministry of Justice"
"Slovenia","Mr Zlatko RATEJ","State Secretary at the Ministry of Justice"
"Slovenia","Ms Urška BAN","State Secretary at the Ministry of Public Administration"
"Slovenia","Mr Peter GERŠAK","State Secretary at the Ministry of Public Administration"
"Slovenia","Ms Mateja RIBIČ","State Secretary at the Ministry of Labour, Family, Social Affairs and Equal Opportunities"
"Slovenia","Mr Cveto URŠIČ","State Secretary at the Ministry of Labour, Family, Social Affairs and Equal Opportunities"
"Slovenia","Ms Marija MAGAJNE","State Secretary at the Ministry of Health"
"Slovenia","Mr Jure GAŠPARIČ","State Secretary at the Ministry of Education, Science and Sport"
"Slovenia","Mr Damir OREHOVEC","State Secretary at the Ministry of Education, Science and Sport"
"Slovenia","Mr Blaž KOŠOROK","State Secretary at the Ministry of Infrastructure"
"Slovenia","Mr Aleš MIHELIČ","State Secretary at the Ministry of Infrastructure"
"Slovenia","Ms Ignacija FRIDL JARC","State Secretary at the Ministry of Culture"
"Slovenia","Ms Metka GORIŠEK","State Secretary at the Ministry of the Environment and Spatial Planning"
"Slovenia","Mr Robert ROŽAC","State Secretary at the Ministry of the Environment and Spatial Planning"
"Slovenia","Mr Dejan VALENTINČIČ","State Secretary at the Office of the Government of the Republic of Slovenia for Slovenians Abroad"
"Slovenia","Ms Monika KIRBIŠ ROJS","State Secretary at the Office of the Government of the Republic of Slovenia for Development and European Cohesion Policy"
"Spain","Mr Pedro SÁNCHEZ PÉREZ-CASTEJÓN","Prime Minister"
"Spain","Mr Iván REDONDO BACAICOA","Director of the Prime Minister’s Private Office (rank of State Secretary)"
"Spain","Mr Miguel Ángel OLIVER FERNÁNDEZ","State Secretary for Communication"
"Spain","Ms María del Carmen CALVO POYATO","First Deputy Prime Minister and Minister for the Prime Minister’s Office, Relations with Parliament and Democratic Memory"
"Spain","Mr José Antonio MONTILLA MARTOS","State Secretary for Relations with Parliament and Constitutional Affairs"
"Spain","Mr Fernando MARTÍNEZ LÓPEZ","State Secretary for Democratic Memory"
"Spain","Mr Pablo IGLESIAS TURRIÓN","Second Deputy Prime Minister and Minister for Social Rights and the 2030 Agenda"
"Spain","Ms Nadia María CALVIÑO SANTAMARÍA","Third Deputy Prime Minister and Minister for Economic Affairs and Digital Transformation"
"Spain","Ms Teresa RIBERA RODRÍGUEZ","Fourth Deputy Prime Minister and Minister for the Ecological Transition and the Demographic Challenge"
"Spain","Ms Arancha GONZÁLEZ LAYA","Minister for Foreign Affairs, the European Union and Cooperation"
"Spain","Mr Cristina GALLACH FIGUERAS","State Secretary for Foreign Affairs and for Latin America and the Caribbean"
"Spain","Mr Juan GONZÁLEZ-BARBA PERA","State Secretary for the European Union"
"Spain","Ms Ángeles MORENO BAU","State Secretary for International Cooperation"
"Spain","Mr Manuel MUÑIZ VILLA","State Secretary for Global Spain"
"Spain","Mr Juan Carlos CAMPO MORENO","Minister for Justice"
"Spain","Mr Pablo ZAPATERO MIGUEL","State Secretary for Justice"
"Spain","Ms Margarita ROBLES FERNÁNDEZ","Minister for Defence"
"Spain","Mr Ángel OLIVARES RAMÍREZ","State Secretary for Defence"
"Spain","Ms María Jesús MONTERO CUADRADO","Minister for Finance and Government Spokesperson"
"Spain","Ms Inés María BARDÓN RAFAEL","State Secretary for Finance"
"Spain","Ms María José GUALDA ROMERO","State Secretary for the Budget and Expenditure"
"Spain","Mr Fernando GRANDE-MARLASKA GÓMEZ","Minister for the Interior"
"Spain","Mr Rafael PÉREZ RUIZ","State Secretary for Security"
"Spain","Mr José Luis ÁBALOS MECO","Minister for Transport, Mobility and the Urban Agenda"
"Spain","Mr Pedro SAURA GARCÍA","State Secretary for Transport, Mobility and the Urban Agenda"
"Spain","Ms María Isabel CELAÁ DIÉGUEZ","Minister for Education and Vocational Training"
"Spain","Mr Alejandro TIANA FERRER","State Secretary for Education"
"Spain","Ms Yolanda DÍAZ PÉREZ","Minister for Work and the Social Economy"
"Spain","Mr Joaquín PÉREZ REY","State Secretary for Employment and the Social Economy"
"Spain","Ms Hana JALLOUL MURO","State Secretary for Migration"
"Spain","Ms María Reyes MAROTO ILLERA","Minister for Industry, Trade and Tourism"
"Spain","Ms Isabel María OLIVER SAGRERAS","State Secretary for Tourism"
"Spain","Ms Xiana Margarida MÉNDEZ BÉRTOLO","State Secretary for Trade"
"Spain","Mr Luis PLANAS PUCHADES","Minister for Agriculture, Fisheries and Food"
"Spain","Ms Carolina DARIAS SAN SEBASTIÁN","Minister for Territorial Policy and the Civil Service"
"Spain","Mr Francisco HERNÁNDEZ SPÍNOLA","State Secretary for Territorial Policy and the Civil Service"
"Spain","Mr Hugo Alfonso MORÁN FERNÁNDEZ","State Secretary for the Environment"
"Spain","Ms Sara AAGESEN MUÑOZ","State Secretary for Energy"
"Spain","Mr José Manuel RODRÍGUEZ URIBES","Minister for Culture and Sport"
"Spain","Ms Irene LOZANO DOMINGO","President of the National Sports Council"
"Spain","Ms Ana DE LA CUEVA FERNÁNDEZ","State Secretary for Economic Affairs and Support for Business"
"Spain","Ms Carme ARTIGAS BRUGAL","State Secretary for Digitalisation and Artificial Intelligence"
"Spain","Mr Roberto SÁNCHEZ SÁNCHEZ","State Secretary for Telecommunications and Digital Infrastructure"
"Spain","Mr Carlos SAN BASILIO PARDO","Secretary-General of the Treasury and International Finance"
"Spain","Mr Salvador ILLA ROCA","Minister for Health"
"Spain","Mr Ignacio ÁLVAREZ PERALTA","State Secretary for Social Rights"
"Spain","Ms Ione BELARRA URTEAGA","State Secretary for the 2030 Agenda"
"Spain","Mr Pedro Francisco DUQUE DUQUE","Minister for Science and Innovation"
"Spain","Ms Irene María MONTERO GIL","Minister for Equality"
"Spain","Ms Noelia VERA RUIZ-HERRERA","State Secretary for Equality and against Gender Violence"
"Spain","Mr Alberto Carlos GARZÓN ESPINOSA","Minister for Consumer Affairs"
"Spain","Mr José Luis ESCRIVÁ BELMONTE","Minister for Inclusion, Social Security and Migration"
"Spain","Mr Israel ARROYO MARTÍNEZ","State Secretary for Social Security and Pensions"
"Spain","Mr Manuel CASTELLS OLIVÁN","Minister for Universities"
"Spain","Mr Miguel Ángel VILLARROYA VILALTA","Chief of Defence Staff"
"Sweden","Mr Stefan LÖFVEN","Prime Minister"
"Sweden","Ms Magdalena ANDERSSON","Minister for Finance"
"Sweden","Ms Amanda LIND","Minister for Culture and Democracy and Minister with responsibility for Sport"
"Sweden","Mr Ibrahim BAYLAN","Minister for Enterprise"
"Sweden","Mr Per BOLUND","Minister for Financial Markets and Housing and Deputy Minister for Finance"
"Sweden","Ms Jennie NILSSON","Minister for Rural Affairs"
"Sweden","Mr Mikael DAMBERG","Minister for Home Affairs"
"Sweden","Ms Anna EKSTRÖM","Minister for Education"
"Sweden","Ms Matilda ERNKRANS","Minister for Higher Education and Research"
"Sweden","Mr Peter HULTQVIST","Minister for Defence"
"Sweden","Mr Tomas ENEROTH","Minister for Infrastructure"
"Sweden","Mr Morgan JOHANSSON","Minister for Justice and Migration"
"Sweden","Ms Eva NORDMARK","Minister for Employment"
"Sweden","Mr Peter ERIKSSON","Minister for International Development Cooperation"
"Sweden","Ms Isabella LÖVIN","Minister for the Environment and Climate and Deputy Prime Minister"
"Sweden","Ms Anna HALLBERG","Minister for Foreign Trade and Minister with responsibility for Nordic affairs"
"Sweden","Ms Åsa LINDHAGEN","Minister for Gender Equality and Minister with responsibility for anti-discrimination and anti-segregation"
"Sweden","Mr Anders YGEMAN","Minister for Energy and Digital Development"
"Sweden","Mr Hans DAHLGREN","Minister for EU Affairs"
"Sweden","Ms Annika STRANDHÄLL","Minister for Social Security"
"Sweden","Mr Ardalan SHEKARABI","Minister for Public Administration"
"Sweden","Ms Lena HALLENGREN","Minister for Social Affairs"
"Sweden","Ms Ann LINDE","Minister for Foreign Affairs"
"Sweden","Mr Nils VIKMÅNG","State Secretary to the Prime Minister"
"Sweden","Ms Madeleine HARBY SAMUELSSON","State Secretary to the Prime Minister"
"Sweden","Ms Karin WALLENSTEEN","State Secretary to the Prime Minister"
"Sweden","Ms Helene ÖBERG","State Secretary to the Minister for Culture and Democracy and Minister with responsibility for Sport"
"Sweden","Mr Jan-Olof LIND","State Secretary to the Minister for Defence"
"Sweden","Mr Ulf HOLM","State Secretary to the Minister for Financial Markets and Housing and Deputy Minister for Finance"
"Sweden","Ms Elin OLSSON","State Secretary to the Minister for Financial Markets and Housing and Deputy Minister for Finance"
"Sweden","Ms Paula CARVALHO OLOVSSON","State Secretary to the Minister for EU Affairs"
"Sweden","Mr Rasmus CRUCE NAEYÉ","State Secretary to the Minister for Employment"
"Sweden","Ms Karin STRANDÅS","State Secretary to the Minister for Gender Equality and Minister with responsibility for anti-discrimination and anti-segregation"
"Sweden","Mr Mattias LANDGREN","State Secretary to the Minister for Infrastructure"
"Sweden","Mr Sebastian DE TORO","State Secretary to the Minister for Energy and Digital Development"
"Sweden","Ms Catharina ESPMARK","State Secretary to the Minister for Justice and Migration"
"Sweden","Mr Lars WESTBRATT","State Secretary to the Minister for Justice and Migration"
"Sweden","Ms Elisabeth BACKTEMAN","State Secretary to the Minister for Home Affairs"
"Sweden","Mr Max ELGER","State Secretary to the Minister for Finance"
"Sweden","Mr Leif JAKOBSSON","State Secretary to the Minister for Finance"
"Sweden","Ms Annika SÖDER","Cabinet Secretary to the Minister for Foreign Affairs"
"Sweden","Mr Alejandro FIRPO","State Secretary to the Minister for Public Administration"
"Sweden","Ms Eva SVEDLING","State Secretary to the Minister for the Environment and Climate and Deputy Prime Minister"
"Sweden","Ms Gunvor ERICSON","State Secretary to the Minister for the Environment and Climate and Deputy Prime Minister"
"Sweden","Ms Stina BILLINGER","State Secretary to the Minister for Enterprise"
"Sweden","Mr Emil HÖGBERG","State Secretary to the Minister for Enterprise"
"Sweden","Mr Per CALLENBERG","State Secretary to the Minister for Rural Affairs"
"Sweden","Ms Maja FJAESTAD","State Secretary to the Minister for Social Affairs"
"Sweden","Mr Erik NILSSON","State Secretary to the Minister for Education"
"Sweden","Ms Malin CEDERFELDT ÖSTBERG","State Secretary to the Minister for Higher Education and Research"
"Sweden","Mr Per OLSSON FRIDH","State Secretary to the Minister for International Development Cooperation"
"Sweden","Mr Krister NILSSON","State Secretary to the Minister for Foreign Trade and Minister with responsibility for Nordic affairs"
"Sweden","Mr Mats ANDERSSON","State Secretary in the Policy Coordination Secretariat, Prime Minister’s Office"
"Sweden","Ms Maria FERM","State Secretary in the Policy Coordination Secretariat, Prime Minister’s Office"
"Sweden","Mr Roger MÖRTVIK","State Secretary to the Minister for Social Security"
"The Netherlands","Mr Mark RUTTE","Prime Minister, Minister for General Affairs"
"The Netherlands","Mr Hugo DE JONGE","Minister for Health, Welfare and Sport, Deputy Prime Minister"
"The Netherlands","Ms Kajsa OLLONGREN","Minister for the Interior and Kingdom Relations, Deputy Prime Minister"
"The Netherlands","Ms Carola SCHOUTEN","Minister for Agriculture, Nature and Food Quality, Deputy Prime Minister"
"The Netherlands","Mr Stef BLOK","Minister for Foreign Affairs"
"The Netherlands","Mr Ferdinand GRAPPERHAUS","Minister for Justice and Security"
"The Netherlands","Ms Ingrid VAN ENGELSHOVEN","Minister for Education, Culture and Science"
"The Netherlands","Mr Wopke HOEKSTRA","Minister for Finance"
"The Netherlands","Ms Ank BIJLEVELD","Minister for Defence"
"The Netherlands","Ms Cora VAN NIEUWENHUIZEN","Minister for Infrastructure and Water Management"
"The Netherlands","Mr Eric WIEBES","Minister for Economic Affairs and Climate Policy"
"The Netherlands","Mr Wouter KOOLMEES","Minister for Social Affairs and Employment"
"The Netherlands","Ms Sigrid KAAG","Minister for Foreign Trade and Development Cooperation"
"The Netherlands","Mr Sander DEKKER","Minister for Legal Protection"
"The Netherlands","Mr Arie SLOB","Minister for Primary and Secondary Education and Media"
"The Netherlands","Ms Tamara VAN ARK","Minister for Medical Care and Sport"
"The Netherlands","Ms Stientje VAN VELDHOVEN","State Secretary for Infrastructure and Water Management"
"The Netherlands","Ms Ankie BROEKERS-KNOL","Minister for Migration"
"The Netherlands","Mr Raymond KNOPS","State Secretary for the Interior and Kingdom Relations"
"The Netherlands","Mr Hans VIJLBRIEF","State Secretary for Finance — Tax Affairs and the Tax Administration"
